url,weekid,week_position,song,performer,songid,instance,previous_week_position,peak_position,weeks_on_chart,year,month,day
http://www.billboard.com/charts/hot-100/2000-01-01,"1/1/00 through
1/15/00",53,THIS GIFT,98 Degrees,This Gift98 Degrees,1,NA,49,3,2000,1,1
http://www.billboard.com/charts/hot-100/2006-12-09,12/9/06,96,GREATEST TIME OF YEAR,Aly & AJ,Greatest Time Of YearAly & AJ,1,NA,96,1,2006,12,9
http://www.billboard.com/charts/hot-100/2017-01-07,1/7/17,48,IT'S THE MOST WONDERFUL TIME OF THE YEAR,Andy Williams,It's The Most Wonderful Time Of The YearAndy Williams,1,NA,48,1,2017,1,7
http://www.billboard.com/charts/hot-100/2013-12-07,12/7/13,96,LAST CHRISTMAS,Ariana Grande,Last ChristmasAriana Grande,1,NA,96,1,2013,12,7
http://www.billboard.com/charts/hot-100/2014-12-13,"12/13/14 through
1/10/15",65,SANTA TELL ME,Ariana Grande,Santa Tell MeAriana Grande,1,NA,42,5,2014,12,13
http://www.billboard.com/charts/hot-100/1984-12-22,"12/22/84 through
1/26/85",65,DO THEY KNOW IT'S CHRISTMAS?,Band-Aid,Do They Know It's Christmas?Band-Aid,1,NA,13,9,1984,12,22
http://www.billboard.com/charts/hot-100/1960-12-17,12/17/60 through 12/24/60,64,SILENT NIGHT,Bing Crosby,Silent NightBing Crosby,1,NA,54,2,1960,12,17
http://www.billboard.com/charts/hot-100/1958-12-20,12/20/58 through 12/27/58,86,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,1,NA,12,13,1958,12,20
http://www.billboard.com/charts/hot-100/1959-12-26,12/26/59,59,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,2,NA,12,13,1959,12,26
http://www.billboard.com/charts/hot-100/1960-12-10,"12/10/60 through
12/24/60",55,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,3,NA,12,13,1960,12,10
http://www.billboard.com/charts/hot-100/1961-12-09,12/9/61 through 1/6/62,66,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,4,NA,12,13,1961,12,9
http://www.billboard.com/charts/hot-100/1962-12-15,"12/15/62 through
12/29/62",70,WHITE CHRISTMAS,Bing Crosby,White ChristmasBing Crosby,5,NA,12,13,1962,12,15
http://www.billboard.com/charts/hot-100/1962-12-08,"12/8/62 through
1/12/63",80,MONSTERS' HOLIDAY,"Bobby ""Boris"" Pickett And The Crypt-Kickers","Monsters' HolidayBobby ""Boris"" Pickett And The Crypt-Kickers",1,NA,30,6,1962,12,8
http://www.billboard.com/charts/hot-100/1960-12-24,12/24/60,95,CHILD OF GOD,Bobby Darin,Child Of GodBobby Darin,1,NA,95,1,1960,12,24
http://www.billboard.com/charts/hot-100/1960-12-17,"12/17/60 through
12/31/60",89,CHRISTMAS AULD LANG SYNE,Bobby Darin,Christmas Auld Lang SyneBobby Darin,1,NA,51,3,1960,12,17
http://www.billboard.com/charts/hot-100/1958-12-20,"12/20/58 through
1/10/59",57,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,1,NA,29,19,1958,12,20
http://www.billboard.com/charts/hot-100/1960-12-10,"12/10/60 through
12/24/60",69,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,2,NA,29,19,1960,12,10
http://www.billboard.com/charts/hot-100/1961-12-09,"12/9/61 through
1/6/62",68,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,3,NA,29,19,1961,12,9
http://www.billboard.com/charts/hot-100/1962-12-08,"12/8/62 through
12/29/62",99,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,4,NA,29,19,1962,12,8
http://www.billboard.com/charts/hot-100/2016-01-09,1/9/16,47,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,5,NA,29,19,2016,1,9
http://www.billboard.com/charts/hot-100/2016-12-24,"12/24/16 through
1/7/17",35,JINGLE BELL ROCK,Bobby Helms,Jingle Bell RockBobby Helms,6,NA,29,19,2016,12,24
http://www.billboard.com/charts/hot-100/1961-12-09,"12/9/61 through
1/13/62",71,JINGLE BELL ROCK,Bobby Rydell/Chubby Checker,Jingle Bell RockBobby Rydell/Chubby Checker,1,NA,21,7,1961,12,9
http://www.billboard.com/charts/hot-100/1962-12-15,12/15/62 through 12/22/62,97,JINGLE BELL ROCK,Bobby Rydell/Chubby Checker,Jingle Bell RockBobby Rydell/Chubby Checker,2,NA,21,7,1962,12,15
http://www.billboard.com/charts/hot-100/1993-12-11,"12/11/93 through
1/22/94",66,LET IT SNOW,Boyz II Men,Let It SnowBoyz II Men,1,NA,32,7,1993,12,11
http://www.billboard.com/charts/hot-100/1960-12-10,"12/10/60 through
12/31/60",64,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,1,NA,14,18,1960,12,10
http://www.billboard.com/charts/hot-100/1961-12-09,"12/9/61 through
1/6/62",85,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,2,NA,14,18,1961,12,9
http://www.billboard.com/charts/hot-100/1962-12-15,"12/15/62 through
12/29/62",89,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,3,NA,14,18,1962,12,15
http://www.billboard.com/charts/hot-100/2014-01-04,1/4/14,50,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,4,NA,14,18,2014,1,4
http://www.billboard.com/charts/hot-100/2015-12-26,"12/26/15 through
1/9/16",44,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,5,NA,14,18,2015,12,26
http://www.billboard.com/charts/hot-100/2016-12-24,12/24/16 through 1/7/17,37,ROCKIN' AROUND THE CHRISTMAS TREE,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,6,NA,14,18,2016,12,24
http://www.billboard.com/charts/hot-100/1959-12-19,12/19/59 through 1/16/60,96,THIS TIME OF THE YEAR,Brook Benton,This Time Of The YearBrook Benton,1,NA,66,5,1959,12,19
http://www.billboard.com/charts/hot-100/2005-12-24,"12/24/05 through
1/28/06",97,BELIEVE,Brooks & Dunn,BelieveBrooks & Dunn,1,NA,60,20,2005,12,24
http://www.billboard.com/charts/hot-100/2017-01-07,1/7/17,46,A HOLLY JOLLY CHRISTMAS,Burl Ives,A Holly Jolly ChristmasBurl Ives,1,NA,46,1,2017,1,7
http://www.billboard.com/charts/hot-100/1961-12-23,12/23/61 through 1/6/62,85,PLEASE COME HOME FOR CHRISTMAS,Charles Brown,Please Come Home For ChristmasCharles Brown,1,NA,76,2,1961,12,23
http://www.billboard.com/charts/hot-100/2007-12-08,12/8/07 through 1/5/08,89,THIS CHRISTMAS,Chris Brown,This ChristmasChris Brown,1,NA,62,5,2007,12,8
http://www.billboard.com/charts/hot-100/1958-12-13,"12/13/58 through
12/27/58",83,RUN RUDOLPH RUN,Chuck Berry,Run Rudolph RunChuck Berry,1,NA,69,3,1958,12,13
http://www.billboard.com/charts/hot-100/2007-12-08,"12/8/07 through
12/29/07",86,MISTLETOE,Colbie Caillat,MistletoeColbie Caillat,1,NA,75,4,2007,12,8
http://www.billboard.com/charts/hot-100/2010-12-18,"12/18/10 through
1/1/11",25,CHRISTMAS LIGHTS,Coldplay,Christmas LightsColdplay,1,NA,25,3,2010,12,18
http://www.billboard.com/charts/hot-100/1961-12-09,"12/9/61 through
1/13/62",73,BABY'S FIRST CHRISTMAS,Connie Francis,Baby's First ChristmasConnie Francis,1,NA,26,5,1961,12,9
http://www.billboard.com/charts/hot-100/1980-12-13,12/13/80 through 1/31/81,75,SAME OLD LANG SYNE,Dan Fogelberg,Same Old Lang SyneDan Fogelberg,1,NA,9,18,1980,12,13
http://www.billboard.com/charts/hot-100/1959-12-05,"12/5/59 through
1/9/60",83,THE HAPPY REINDEER,"Dancer, Prancer And Nervous","The Happy ReindeerDancer, Prancer And Nervous",1,NA,34,6,1959,12,5
http://www.billboard.com/charts/hot-100/1959-12-12,"12/12/59 through
1/9/60",89,THE CHIPMUNK SONG (CHRISTMAS DON'T BE LATE),David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late)David Seville And The Chipmunks,1,NA,39,15,1959,12,12
http://www.billboard.com/charts/hot-100/1960-12-10,"12/10/60 through
12/24/60",66,THE CHIPMUNK SONG (CHRISTMAS DON'T BE LATE),David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late)David Seville And The Chipmunks,2,NA,39,15,1960,12,10
http://www.billboard.com/charts/hot-100/1961-12-16,"12/16/61 through
1/6/62",63,THE CHIPMUNK SONG (CHRISTMAS DON'T BE LATE),David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late)David Seville And The Chipmunks,3,NA,39,15,1961,12,16
http://www.billboard.com/charts/hot-100/1962-12-08,"12/8/62 through
12/29/62",92,THE CHIPMUNK SONG (CHRISTMAS DON'T BE LATE),David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late)David Seville And The Chipmunks,4,NA,39,15,1962,12,8
http://www.billboard.com/charts/hot-100/1978-12-09,"12/9/78 through
1/27/79",78,PLEASE COME HOME FOR CHRISTMAS,Eagles,Please Come Home For ChristmasEagles,1,NA,18,8,1978,12,9
http://www.billboard.com/charts/hot-100/1998-01-10,1/10/98,87,GRANDMA GOT RUN OVER BY A REINDEER,Elmo & Patsy,Grandma Got Run Over By A ReindeerElmo & Patsy,1,NA,87,1,1998,1,10
http://www.billboard.com/charts/hot-100/1969-12-06,12/6/69 through 1/31/70,84,WINTER WORLD OF LOVE,Engelbert Humperdinck,Winter World Of LoveEngelbert Humperdinck,1,NA,16,12,1969,12,6
http://www.billboard.com/charts/hot-100/2001-01-06,1/6/01,65,WHERE ARE YOU CHRISTMAS?,Faith Hill,Where Are You Christmas?Faith Hill,1,NA,65,1,2001,1,6
http://www.billboard.com/charts/hot-100/2010-12-25,12/25/10 through 1/1/11,57,"BABY, IT'S COLD OUTSIDE",Glee Cast,"Baby, It's Cold OutsideGlee Cast",1,NA,57,2,2010,12,25
http://www.billboard.com/charts/hot-100/2011-12-31,12/31/11,92,DO THEY KNOW IT'S CHRISTMAS?,Glee Cast,Do They Know It's Christmas?Glee Cast,1,NA,92,1,2011,12,31
http://www.billboard.com/charts/hot-100/2009-12-19,12/19/09 through 12/26/09,63,LAST CHRISTMAS,Glee Cast,Last ChristmasGlee Cast,1,NA,63,2,2009,12,19
http://www.billboard.com/charts/hot-100/2010-12-25,12/25/10,59,WELCOME CHRISTMAS,Glee Cast,Welcome ChristmasGlee Cast,1,NA,59,1,2010,12,25
http://www.billboard.com/charts/hot-100/2005-11-05,"11/5/05 through
1/28/06",92,BETTER DAYS,Goo Goo Dolls,Better DaysGoo Goo Dolls,1,83,36,20,2005,11,5
http://www.billboard.com/charts/hot-100/1975-12-20,12/20/75 through 1/3/76,99,I BELIEVE IN FATHER CHRISTMAS,Greg Lake,I Believe In Father ChristmasGreg Lake,1,NA,95,3,1975,12,20
http://www.billboard.com/charts/hot-100/1968-12-14,"12/14/68 through
1/18/69",75,MY FAVORITE THINGS,Herb Alpert & The Tijuana Brass,My Favorite ThingsHerb Alpert & The Tijuana Brass,1,NA,45,6,1968,12,14
http://www.billboard.com/charts/hot-100/1997-12-27,"12/27/97 through
1/24/98",67,SANTA'S A FAT BITCH,Insane Clown Posse,Santa's A Fat BitchInsane Clown Posse,1,NA,67,5,1997,12,27
http://www.billboard.com/charts/hot-100/1974-01-05,"1/5/74 through
1/26/74",71,IT DOESN'T HAVE TO BE THAT WAY,Jim Croce,It Doesn't Have To Be That WayJim Croce,1,77,64,5,1974,1,5
http://www.billboard.com/charts/hot-100/1975-12-13,"12/13/75 through
1/3/76",84,CHRISTMAS FOR COWBOYS,John Denver,Christmas For CowboysJohn Denver,1,NA,58,4,1975,12,13
http://www.billboard.com/charts/hot-100/2017-01-07,1/7/17,44,FELIZ NAVIDAD,Jose Feliciano,Feliz NavidadJose Feliciano,1,NA,44,1,2017,1,7
